index,Player,Opp_Team,Opp_Team_W/L %,Opp_Winning_Record,Opp_Playoff_Team,Opp_Team_Wins,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,TS%,USG%,ORtg,DRtg,+/-,AvMP,AvPTS,AvRB,AvAST,Year
13,James_Harden,Memphis,0.524,Yes,Yes,43,4,4,143,28,51,14,29,35,42,3,23,47,7,2,27,13,105,0.549,0.483,0.833,0.756,30.1,126,110,14.5,35.8,26.3,5.8,11.8,2017
14,James_Harden,Miami,0.5,Yes,No,41,2,2,81,22,51,8,25,26,29,4,24,22,2,1,10,8,78,0.431,0.32,0.897,0.612,38.2,122,113,-3.6,40.5,39,12,11,2017
15,James_Harden,Milwaukee,0.512,Yes,Yes,42,2,2,76,20,35,6,15,18,20,0,14,20,3,3,13,5,64,0.571,0.4,0.9,0.731,32.2,124,109,16.1,38.1,32,7,10,2017
16,James_Harden,Minnesota,0.378,No,No,31,4,4,152,32,71,15,43,33,42,1,30,47,8,6,24,9,112,0.451,0.349,0.786,0.626,31.3,114,110,5.5,37.9,28,7.5,11.8,2017
17,James_Harden,New Orleans,0.415,No,No,34,4,4,141,34,69,16,40,37,42,5,36,55,7,1,16,7,121,0.493,0.4,0.881,0.692,29.9,141,104,13.6,35.2,30.3,9,13.8,2017
18,James_Harden,New York,0.378,No,No,31,2,2,76,23,42,14,28,23,26,4,22,32,2,0,11,3,83,0.548,0.5,0.885,0.777,34.3,149,108,21,38,41.5,11,16,2017
19,James_Harden,Oklahoma City,0.573,Yes,Yes,47,4,4,148,24,70,7,31,27,34,5,29,49,6,1,25,13,82,0.343,0.226,0.794,0.483,31.7,100,110,3.2,36.9,20.5,7.3,12.3,2017
20,James_Harden,Orlando,0.354,No,No,29,2,2,70,11,36,3,18,14,20,2,12,23,4,0,10,5,39,0.306,0.167,0.7,0.435,33.8,98,101,8.6,35.1,19.5,6,11.5,2017
21,James_Harden,Philadelphia,0.341,No,No,28,2,2,72,28,48,10,19,18,19,2,20,22,3,2,10,6,84,0.583,0.526,0.947,0.745,38.1,141,100,23.5,36.1,42,10,11,2017
22,James_Harden,Phoenix,0.293,No,No,24,3,3,94,26,53,15,35,32,39,3,16,34,1,0,17,7,99,0.491,0.429,0.821,0.706,37.2,131,109,25.5,31.4,33,5.3,11.3,2017
